,Parcel_No,review,date_2016,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,#_stories,add_mlbox,add_house,add_marker,add_notvis,stsign_vis,streetligh,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,condition,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_none,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,conditions,other_tot,lit_tot,ParcCount,rec_id
466,M22 072,Becky,6/24/2016,321 WILLIAMS AVENUE,yes,n/a,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002084?filename=communitymapuga/attachments/1466779897373.jpg,http://ona.io/api/v1/files/2002083?filename=communitymapuga/attachments/1466779905401.jpg,None,None,-81.95254434,32.80650864,0,0,0,Standard,0,0,1,M22 072503
467,M22 074,Becky,6/24/2016,0 WILLIAMS AVENUE,no,Unknown,no,Other,n/a,Junk yard cars.,unknown,one,No,No,No,Yes,yes,3-4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,poor,No,No,Yes,No,No,Yes,No,None,http://ona.io/api/v1/files/2002071?filename=communitymapuga/attachments/1466779634651.jpg,http://ona.io/api/v1/files/2002072?filename=communitymapuga/attachments/1466779642853.jpg,http://ona.io/api/v1/files/2002073?filename=communitymapuga/attachments/1466779654688.jpg,None,-81.95216934,32.80639332,0,0,0,Standard,2,1,1,M22 074504
468,M22 075,Becky,6/24/2016,0 HERNDON STREET,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002168?filename=communitymapuga/attachments/1466781733321.jpg,http://ona.io/api/v1/files/2002167?filename=communitymapuga/attachments/1466781756968.jpg,None,None,-81.95215455,32.80658532,2,1,3,Substandard,0,0,1,M22 075505
469,M22 077,Becky,6/24/2016,0 HERNDON STREET,no,Unknown,no,Other,n/a,Storage building????,vacant_unoccup,one,No,No,No,Yes,yes,1-2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,major_cleanup_,poor,No,Yes,No,No,No,Yes,No,None,http://ona.io/api/v1/files/2002158?filename=communitymapuga/attachments/1466781458470.jpg,None,None,None,-81.9522383,32.80697679,13,8,21,Dilapidated,2,1,1,M22 077506
470,M22 079,LME,6/24/2016,0 DREXEL AVENUE,no,322 Drexel Ave,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002201?filename=communitymapuga/attachments/1466781363412.jpg,http://ona.io/api/v1/files/2002199?filename=communitymapuga/attachments/1466781396043.jpg,http://ona.io/api/v1/files/2002200?filename=communitymapuga/attachments/1466781414275.jpg,None,-81.95258874,32.8069004,4,2,6,Dilapidated,0,0,1,M22 079507
471,M22 080,LME,6/24/2016,332 DREXEL AVENUE,no,Unknown,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002194?filename=communitymapuga/attachments/1466781130359.jpg,http://ona.io/api/v1/files/2002195?filename=communitymapuga/attachments/1466781143709.jpg,None,None,-81.95283255,32.80691433,0,0,0,Standard,1,0,1,M22 080508
472,M22 082,Becky,6/24/2016,340 DREXEL AVENUE,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,four_plus,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,needs_to_be_mo,good,No,Yes,No,No,Yes,No,No,None,http://ona.io/api/v1/files/2002153?filename=communitymapuga/attachments/1466781167221.jpg,http://ona.io/api/v1/files/2002156?filename=communitymapuga/attachments/1466781174920.jpg,http://ona.io/api/v1/files/2002157?filename=communitymapuga/attachments/1466781184852.jpg,None,-81.95318121,32.8070307,2,1,3,Substandard,2,1,1,M22 082509
473,M22 083,Becky,6/24/2016,620 BUCKHEAD ROAD,yes,n/a,no,Single family (attached garage),n/a,n/a,unknown,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,Yes,No,No,Needs pressure washing and shutters replaced.,http://ona.io/api/v1/files/2002140?filename=communitymapuga/attachments/1466780807987.jpg,http://ona.io/api/v1/files/2002139?filename=communitymapuga/attachments/1466780819652.jpg,http://ona.io/api/v1/files/2002138?filename=communitymapuga/attachments/1466780830887.jpg,None,-81.9531994,32.8068304,0,0,0,Standard,1,1,1,M22 083510
476,M22 086,Lme,6/24/2016,605 BUCKHEAD ROAD,no,Unknown,yes,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,3-4,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,major_cleanup_,poor,No,Yes,No,No,No,No,Yes,House is covered by trees and vines,http://ona.io/api/v1/files/2002189?filename=communitymapuga/attachments/1466780659564.jpg,http://ona.io/api/v1/files/2002188?filename=communitymapuga/attachments/1466780685447.jpg,http://ona.io/api/v1/files/2002187?filename=communitymapuga/attachments/1466780700478.jpg,None,-81.95431196,32.80652705,4,3,7,Dilapidated,1,0,1,M22 086511
479,M22 092,LaPonda,6/24/2016,0 BUCKHEAD ROAD,no,Unknown,yes,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,yes,1-2,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,overgrown__inc,n/a,No,Yes,No,No,No,No,Yes,Vacant,http://ona.io/api/v1/files/2002185?filename=communitymapuga/attachments/1466783811619.jpg,http://ona.io/api/v1/files/2002186?filename=communitymapuga/attachments/1466783817985.jpg,None,None,-81.95445788,32.8048824,0,0,0,Standard,1,0,1,M22 092512
484,M22 095,Jacinda,6/23/2016,0 FOGGY FIELD ROAD,no,Unknown ,no,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,yes,1-2,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,overgrown__inc,n/a,No,No,No,No,No,Yes,No,None,http://ona.io/api/v1/files/2000175?filename=communitymapuga/attachments/1466725748199.jpg,None,None,None,-81.95542205,32.80466734,0,0,0,Standard,1,1,1,M22 095513
489,M22 098,Becky,6/24/2016,448 FOGGY FIELD ROAD,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,Yes,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2002078?filename=communitymapuga/attachments/1466782911644.jpg,http://ona.io/api/v1/files/2002080?filename=communitymapuga/attachments/1466782926713.jpg,http://ona.io/api/v1/files/2002079?filename=communitymapuga/attachments/1466782940744.jpg,None,-81.95535363,32.80548347,0,0,0,Standard,0,0,1,M22 098514
490,M22 099,M22,6/23/2016,0 FOGGY FIELD ROAD,no,448  foggy field rd,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2000192?filename=communitymapuga/attachments/1466724959514.jpg,None,None,None,-81.95533055,32.80575765,0,0,0,Standard,0,0,1,M22 099515
493,M22 101,M22,6/23/2016,0 FOGGY FIELD ROAD,no,Not sure,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,3-4,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,satisfactory,poor,No,No,No,No,Yes,No,No,Single wide,http://ona.io/api/v1/files/2000191?filename=communitymapuga/attachments/1466724692916.jpg,None,None,None,-81.95528438,32.806306,1,1,2,Substandard,1,1,1,M22 101516
496,M22 103,M22,6/23/2016,530 FOGGY FIELD ROAD,yes,n/a,no,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,yes,1-2,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,needs_to_be_mo,n/a,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/2000190?filename=communitymapuga/attachments/1466724444967.jpg,None,None,None,-81.95523821,32.80685436,0,0,0,Standard,0,0,1,M22 103517
499,M22 105,Lme,6/24/2016,0 DREXEL AVENUE,no,308 Drexel Ave,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,needs_to_be_mo,poor,No,Yes,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/2002206?filename=communitymapuga/attachments/1466781671016.jpg,http://ona.io/api/v1/files/2002208?filename=communitymapuga/attachments/1466781682263.jpg,http://ona.io/api/v1/files/2002207?filename=communitymapuga/attachments/1466781703780.jpg,None,-81.95202733,32.80696427,7,5,12,Dilapidated,3,1,1,M22 105518
500,M23 010,K,6/20/2016,402 JOHNSON LANE,no,None,no,Mobile home (multiple parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,major_cleanup_,poor,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976698?filename=communitymapuga/attachments/1466434542775.jpg,http://ona.io/api/v1/files/1976700?filename=communitymapuga/attachments/1466434556010.jpg,http://ona.io/api/v1/files/1976699?filename=communitymapuga/attachments/1466434567108.jpg,None,-81.9501321,32.80259448,2,4,6,Dilapidated,1,0,1,M23 010519
501,M23 010A,Pam,6/14/2016,0 JOHNSON STREET,no,Neal Ave.,no,Multifamily,2,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,ItOne end of Street marked Neal Ave. and other end of Street marked Johnson Lane,http://ona.io/api/v1/files/1928521?filename=communitymapuga/attachments/1465930805823.jpg,http://ona.io/api/v1/files/1928520?filename=communitymapuga/attachments/1465930776173.jpg,None,None,-81.94981203,32.80258807,4,0,4,Dilapidated,0,0,1,M23 010A520
502,M23 011,"K
",6/14/2016,116 NEAL AVENUE,no,114 Neal Ave ,yes,Single family (attached garage),n/a,n/a,vacant_unoccup,one,Yes,No,No,No,yes,3-4,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,overgrown__inc,poor,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1928541?filename=communitymapuga/attachments/1465930679360.jpg,http://ona.io/api/v1/files/1928543?filename=communitymapuga/attachments/1465930711709.jpg,http://ona.io/api/v1/files/1928542?filename=communitymapuga/attachments/1465930728514.jpg,None,-81.9499815,32.80235192,2,2,4,Dilapidated,1,0,1,M23 011521
503,M23 012A,K,6/14/2016,0 JOHNSON STREET,no,None,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,four_plus,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,major_cleanup_,poor,No,Yes,Yes,No,No,Yes,No,None,http://ona.io/api/v1/files/1928547?filename=communitymapuga/attachments/1465931183150.jpg,http://ona.io/api/v1/files/1928545?filename=communitymapuga/attachments/1465931192378.jpg,http://ona.io/api/v1/files/1928546?filename=communitymapuga/attachments/1465931241548.jpg,None,-81.95005323,32.8021331,3,1,4,Substandard,3,1,1,M23 012A522
504,M23 028,K,6/20/2016,250 WASHINGTON STREET,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976640?filename=communitymapuga/attachments/1466430057527.jpg,http://ona.io/api/v1/files/1976639?filename=communitymapuga/attachments/1466430164109.jpg,http://ona.io/api/v1/files/1976638?filename=communitymapuga/attachments/1466430195027.jpg,None,-81.95120222,32.80334986,2,0,2,Substandard,1,0,1,M23 028523
505,M23 033,K,6/20/2016,0 WASHINGTON STREET,no,None,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,3-4,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976757?filename=communitymapuga/attachments/1466437432673.jpg,http://ona.io/api/v1/files/1976758?filename=communitymapuga/attachments/1466437478305.jpg,http://ona.io/api/v1/files/1976759?filename=communitymapuga/attachments/1466437579167.jpg,None,-81.95122672,32.80251483,2,4,6,Dilapidated,0,0,1,M23 033524
506,M23 050,Allison Drew,6/20/2016,0 WASHINGTON STREET,no,309 Short Ave,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,3-4,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976603?filename=communitymapuga/attachments/1466432127172.jpg,http://ona.io/api/v1/files/1976602?filename=communitymapuga/attachments/1466432145687.jpg,http://ona.io/api/v1/files/1976604?filename=communitymapuga/attachments/1466432156903.jpg,None,-81.95177644,32.80131046,4,0,4,Dilapidated,1,0,1,M23 050525
507,M23 052,Allison Drew,6/20/2016,0 WASHINGTON STREET,no,185 Washington Street,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976600?filename=communitymapuga/attachments/1466431670768.jpg,http://ona.io/api/v1/files/1976601?filename=communitymapuga/attachments/1466431822716.jpg,http://ona.io/api/v1/files/1976599?filename=communitymapuga/attachments/1466431833954.jpg,None,-81.9517674,32.8016243,2,1,3,Substandard,0,0,1,M23 052526
508,M23 055,Allison Drew,6/20/2016,201 WASHINGTON STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976592?filename=communitymapuga/attachments/1466431413719.jpg,http://ona.io/api/v1/files/1976593?filename=communitymapuga/attachments/1466431428051.jpg,http://ona.io/api/v1/files/1976594?filename=communitymapuga/attachments/1466431440035.jpg,None,-81.95175263,32.80207813,2,1,3,Substandard,0,0,1,M23 055527
509,M23 056,Allison Drew ,6/20/2016,197 WASHINGTON STREET,yes,n/a,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,1-2,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976589?filename=communitymapuga/attachments/1466431188067.jpg,http://ona.io/api/v1/files/1976591?filename=communitymapuga/attachments/1466431206320.jpg,http://ona.io/api/v1/files/1976590?filename=communitymapuga/attachments/1466431243134.jpg,None,-81.95174727,32.80223021,6,3,9,Dilapidated,0,0,1,M23 056528
510,M23 059,Allison Drew,6/20/2016,225 WASHINGTON STREET,yes,n/a,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976588?filename=communitymapuga/attachments/1466430899886.jpg,http://ona.io/api/v1/files/1976586?filename=communitymapuga/attachments/1466430928817.jpg,http://ona.io/api/v1/files/1976587?filename=communitymapuga/attachments/1466430944820.jpg,None,-81.95173436,32.8026841,0,0,0,Standard,0,0,1,M23 059529
511,M23 060,Allison Drew,6/20/2016,0 WASHINGTON STREET,no,225 Washington Street,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,satisfactory,fair,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/1976584?filename=communitymapuga/attachments/1466430571420.jpg,http://ona.io/api/v1/files/1976583?filename=communitymapuga/attachments/1466430602655.jpg,http://ona.io/api/v1/files/1976582?filename=communitymapuga/attachments/1466430646924.jpg,None,-81.95173101,32.8028349,2,3,5,Dilapidated,2,1,1,M23 060530
512,M23 063,Allison Drew,6/20/2016,247 WASHINGTON STREET,yes,n/a,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,Yes,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976581?filename=communitymapuga/attachments/1466430146210.jpg,http://ona.io/api/v1/files/1976579?filename=communitymapuga/attachments/1466430251402.jpg,http://ona.io/api/v1/files/1976580?filename=communitymapuga/attachments/1466430272032.jpg,None,-81.95172586,32.80331784,0,0,0,Standard,2,0,1,M23 063531
513,M23 068,K,6/20/2016,242 LINCOLN STREET,yes,n/a,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,Yes,No,No,No,yes,3-4,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,overgrown__inc,poor,No,Yes,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/1976752?filename=communitymapuga/attachments/1466436920537.jpg,http://ona.io/api/v1/files/1976751?filename=communitymapuga/attachments/1466436956488.jpg,http://ona.io/api/v1/files/1976753?filename=communitymapuga/attachments/1466436988960.jpg,None,-81.9520962,32.80328766,1,3,4,Dilapidated,3,1,1,M23 068532
514,M23 069,K,6/20/2016,239 LINCOLN STREET,no,234 Lincoln St,yes,Single family (no garage),n/a,n/a,unknown,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,overgrown__inc,poor,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976756?filename=communitymapuga/attachments/1466437194754.jpg,http://ona.io/api/v1/files/1976755?filename=communitymapuga/attachments/1466437217521.jpg,http://ona.io/api/v1/files/1976754?filename=communitymapuga/attachments/1466437225604.jpg,None,-81.95209578,32.80314041,2,3,5,Dilapidated,1,0,1,M23 069533
515,M23 072,K,6/20/2016,216 LINCOLN STREET,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976767?filename=communitymapuga/attachments/1466437917515.jpg,http://ona.io/api/v1/files/1976766?filename=communitymapuga/attachments/1466437930218.jpg,http://ona.io/api/v1/files/1976768?filename=communitymapuga/attachments/1466437941748.jpg,None,-81.95210516,32.80261754,5,0,5,Dilapidated,0,0,1,M23 072534
516,M23 077,Allison Drew,6/20/2016,192 LINCOLN STREET,no,200 Lincoln Street,no,Mobile home (single parcels),n/a,n/a,vacant_unoccup,one,No,Yes,No,No,yes,1-2,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976612?filename=communitymapuga/attachments/1466432994472.jpg,http://ona.io/api/v1/files/1976613?filename=communitymapuga/attachments/1466433088369.jpg,http://ona.io/api/v1/files/1976611?filename=communitymapuga/attachments/1466433117334.jpg,None,-81.95212056,32.80178623,3,2,5,Dilapidated,0,0,1,M23 077535
517,M23 078,Allison Drew,6/20/2016,186 LINCOLN STREET,yes,n/a,yes,Single family (attached garage),n/a,n/a,vacant_unoccup,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Boarded up windows,http://ona.io/api/v1/files/1976610?filename=communitymapuga/attachments/1466432590386.jpg,http://ona.io/api/v1/files/1976608?filename=communitymapuga/attachments/1466432629537.jpg,http://ona.io/api/v1/files/1976609?filename=communitymapuga/attachments/1466432636501.jpg,None,-81.95212397,32.80155838,1,0,1,Standard,0,0,1,M23 078536
518,M23 079,Allison Drew,6/20/2016,315 SHORT STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976606?filename=communitymapuga/attachments/1466432351841.jpg,http://ona.io/api/v1/files/1976607?filename=communitymapuga/attachments/1466432383285.jpg,http://ona.io/api/v1/files/1976605?filename=communitymapuga/attachments/1466432392999.jpg,None,-81.95212519,32.8013182,3,1,4,Substandard,0,0,1,M23 079537
519,M23 081,Allison Drew ,6/20/2016,0 LINCOLN STREET,no,Unknown,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,1-2,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1979620?filename=communitymapuga/attachments/1466436884644.jpg,http://ona.io/api/v1/files/1979621?filename=communitymapuga/attachments/1466436915246.jpg,http://ona.io/api/v1/files/1979622?filename=communitymapuga/attachments/1466436942592.jpg,None,-81.95258716,32.80331734,5,4,9,Dilapidated,0,0,1,M23 081538
520,M23 082,Allison Drew ,6/20/2016,239 LINCOLN STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1979628?filename=communitymapuga/attachments/1466437096178.jpg,http://ona.io/api/v1/files/1979626?filename=communitymapuga/attachments/1466437149197.jpg,http://ona.io/api/v1/files/1979627?filename=communitymapuga/attachments/1466437176132.jpg,None,-81.95259148,32.80318,1,0,1,Standard,0,0,1,M23 082539
521,M23 083,Allison Drew ,6/20/2016,233 LINCOLN STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1979638?filename=communitymapuga/attachments/1466437383624.jpg,http://ona.io/api/v1/files/1979637?filename=communitymapuga/attachments/1466437401760.jpg,http://ona.io/api/v1/files/1979636?filename=communitymapuga/attachments/1466437415328.jpg,http://ona.io/api/v1/files/1979639?filename=communitymapuga/attachments/1466437433431.jpg,-81.95259627,32.80304241,4,3,7,Dilapidated,0,0,1,M23 083540
522,M23 084,Allison Drew ,6/20/2016,0 LINCOLN STREET,no,Unknown,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,3-4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,overgrown__inc,poor,No,No,No,No,Yes,No,No,Asbestos roofing tiles used on exterior,http://ona.io/api/v1/files/1976769?filename=communitymapuga/attachments/1466437820245.jpg,http://ona.io/api/v1/files/1976771?filename=communitymapuga/attachments/1466437830096.jpg,http://ona.io/api/v1/files/1976770?filename=communitymapuga/attachments/1466437839197.jpg,None,-81.95259816,32.80290486,10,6,16,Dilapidated,1,1,1,M23 084541
523,M23 085,Allison Drew ,6/20/2016,223 LINCOLN STREET,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,Yes,No,No,No,yes,3-4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976779?filename=communitymapuga/attachments/1466438106445.jpg,http://ona.io/api/v1/files/1976778?filename=communitymapuga/attachments/1466438137597.jpg,http://ona.io/api/v1/files/1976780?filename=communitymapuga/attachments/1466438154216.jpg,None,-81.95260133,32.80276729,1,1,2,Substandard,0,0,1,M23 085542
